#,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.21.0', start_date='2025-08-04T16:09:58', checksum=382909066, kind='mean', investigation_time=50.0"
lon,lat,0.100000~PGA,0.100000~SA(0.025),0.100000~SA(0.05),0.100000~SA(0.1),0.100000~SA(0.2),0.100000~SA(0.5),0.100000~SA(1.0),0.100000~SA(2.0),0.020000~PGA,0.020000~SA(0.025),0.020000~SA(0.05),0.020000~SA(0.1),0.020000~SA(0.2),0.020000~SA(0.5),0.020000~SA(1.0),0.020000~SA(2.0)
-74.10000,4.60000,5.747004E-01,6.342384E-01,8.319370E-01,1.352577E+00,1.357520E+00,7.799492E-01,4.117970E-01,1.880588E-01,7.836878E-01,8.612533E-01,1.119340E+00,1.813277E+00,1.922293E+00,1.156337E+00,6.301581E-01,3.045643E-01
