#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.21.0', start_date='2025-08-04T16:09:58', checksum=382909066, kind='mean', investigation_time=50.0, imt='SA(2.0)'"
lon,lat,depth,poe-0.0050000,poe-0.0057376,poe-0.0065840,poe-0.0075552,poe-0.0086698,poe-0.0099487,poe-0.0114163,poe-0.0131004,poe-0.0150330,poe-0.0172506,poe-0.0197953,poe-0.0227155,poe-0.0260664,poe-0.0299117,poe-0.0343242,poe-0.0393876,poe-0.0451980,poe-0.0518655,poe-0.0595165,poe-0.0682963,poe-0.0783711,poe-0.0899323,poe-0.1031988,poe-0.1184225,poe-0.1358919,poe-0.1559383,poe-0.1789419,poe-0.2053390,poe-0.2356300,poe-0.2703896,poe-0.3102768,poe-0.3560480,poe-0.4085713,poe-0.4688427,poe-0.5380052,poe-0.6173704,poe-0.7084434,poe-0.8129511,poe-0.9328756,poe-1.0704911,poe-1.2284072,poe-1.4096188,poe-1.6175622,poe-1.8561809,poe-2.1300000
-74.10000,4.60000,0.00000,9.999995E-01,9.999992E-01,9.999986E-01,9.999975E-01,9.999950E-01,9.999890E-01,9.999740E-01,9.999347E-01,9.998309E-01,9.995592E-01,9.988701E-01,9.972119E-01,9.934906E-01,9.858012E-01,9.712890E-01,9.463657E-01,9.074199E-01,8.518994E-01,7.793645E-01,6.920343E-01,5.945566E-01,4.935097E-01,3.965864E-01,3.070128E-01,2.296122E-01,1.660191E-01,1.152555E-01,7.778949E-02,5.026081E-02,3.128351E-02,1.865073E-02,1.047900E-02,5.606829E-03,2.682536E-03,1.167857E-03,3.863564E-04,6.366781E-05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
